,minimum,maximum,median,mean,std,25% quantile,40% quantile,50% quantile,60% quantile,75% quantile
253,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
254,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
255,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
256,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
257,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
258,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
259,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
260,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
261,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
262,0.0,1.0,1.0,0.9962406015037594,0.06119857366954778,1.0,1.0,1.0,1.0,1.0
